match_id,date,event_time,tournament,surface,round,playerA,playerB,oddsA,oddsB,status,score,live_game,winner_side,playerA_raw,playerB_raw,tournament_raw,playerA_logo_url,playerB_logo_url,n_books
12128205,2026-05-18,07:40,Bengaluru 3 (India) - Qualification,Hard,Bengaluru 3 - Final,A. Kshitij,N. K. Sinha,,,Finished,2 - 0,-,First Player,A. Kshitij,N. K. Sinha,Bengaluru 3 (India) - Qualification,,https://api.api-tennis.com/logo-tennis/18088_n-k-sinha.jpg,
12128206,2026-05-18,07:40,Bengaluru 3 (India) - Qualification,Hard,Bengaluru 3 - Final,A. Vales,N. Honda,1.92,1.77,Finished,0 - 2,-,Second Player,A. Vales,N. Honda,Bengaluru 3 (India) - Qualification,https://api.api-tennis.com/logo-tennis/35790_a-vales.jpg,https://api.api-tennis.com/logo-tennis/39537_n-honda.jpg,10.0
12128204,2026-05-18,07:40,Bengaluru 3 (India) - Qualification,Hard,Bengaluru 3 - Final,J. Charlton,C. Papa,1.395,2.755,Finished,0 - 2,-,Second Player,J. Charlton,C. Papa,Bengaluru 3 (India) - Qualification,https://api.api-tennis.com/logo-tennis/10215_j-charlton.jpg,,10.0
12128260,2026-05-18,09:20,Bengaluru 3 (India) - Qualification,Hard,Bengaluru 3 - Final,R. Taguchi,G. Lomakin,1.22,3.8,Finished,1 - 2,-,Second Player,R. Taguchi,G. Lomakin,Bengaluru 3 (India) - Qualification,https://api.api-tennis.com/logo-tennis/38831_r-tagushi.jpg,https://api.api-tennis.com/logo-tennis/1869_g-lomakin.jpg,9.0
12128261,2026-05-18,10:00,Bengaluru 3 (India) - Qualification,Hard,Bengaluru 3 - Final,T. Chanta,D. Javia,1.75,1.95,Finished,2 - 0,-,First Player,T. Chanta,D. Javia,Bengaluru 3 (India) - Qualification,https://api.api-tennis.com/logo-tennis/10126_t-chanta.jpg,https://api.api-tennis.com/logo-tennis/939_d-javia.jpg,10.0
12128259,2026-05-18,09:25,Bengaluru 3 (India) - Qualification,Hard,Bengaluru 3 - Final,T. Yamanaka,R. Karki,1.805,1.885,Finished,2 - 0,-,First Player,T. Yamanaka,R. Karki,Bengaluru 3 (India) - Qualification,https://api.api-tennis.com/logo-tennis/13371_t-yamanaka.jpg,,10.0
12128171,2026-05-18,16:10,Cervia (Italy) - Qualification,Hard,Cervia - 1/16-finals,B. Gadamauri,C. Cretu,1.91,1.8,Finished,2 - 0,-,First Player,B. Gadamauri,C. Cretu,Cervia (Italy) - Qualification,https://api.api-tennis.com/logo-tennis/12832_b-gadamauri.jpg,https://api.api-tennis.com/logo-tennis/972_c-cretu.jpg,11.0
12128264,2026-05-18,13:05,Cervia (Italy) - Qualification,Hard,Cervia - Final,E. Dalla Valle,L. Potenza,1.19,4.15,Finished,2 - 0,-,First Player,E. Dalla Valle,L. Potenza,Cervia (Italy) - Qualification,https://api.api-tennis.com/logo-tennis/5675_e-dalla-valle.jpg,https://api.api-tennis.com/logo-tennis/2235_l-potenza.jpg,9.0
12128207,2026-05-18,11:10,Cervia (Italy) - Qualification,Hard,Cervia - Final,F. Arnaboldi,G. Tabacco,1.3450000000000002,2.975,Finished,2 - 0,-,First Player,F. Arnaboldi,G. Tabacco,Cervia (Italy) - Qualification,https://api.api-tennis.com/logo-tennis/1240_f-arnaboldi.jpg,https://api.api-tennis.com/logo-tennis/14127_g-tabacco.jpg,10.0
12128263,2026-05-18,13:10,Cervia (Italy) - Qualification,Hard,Cervia - Final,F. Forti,L. Carboni,1.54,2.315,Finished,2 - 1,-,First Player,F. Forti,L. Carboni,Cervia (Italy) - Qualification,https://api.api-tennis.com/logo-tennis/1191_f-forti.jpg,https://api.api-tennis.com/logo-tennis/49616_l-carboni.jpg,10.0
12128169,2026-05-18,15:30,Cervia (Italy) - Qualification,Hard,Cervia - 1/16-finals,G. A. Boitan,S. Rodriguez Taverna,,,Finished,2 - 0,-,First Player,G. A. Boitan,S. Rodriguez Taverna,Cervia (Italy) - Qualification,https://api.api-tennis.com/logo-tennis/9132_g-a-boitan.jpg,https://api.api-tennis.com/logo-tennis/361_s-rodriguez-taverna.jpg,
12128262,2026-05-18,12:40,Cervia (Italy) - Qualification,Hard,Cervia - Final,G. Oradini,M. Mazza,2.555,1.44,Finished,2 - 1,-,First Player,G. Oradini,M. Mazza,Cervia (Italy) - Qualification,https://api.api-tennis.com/logo-tennis/862_g-oradini.jpg,https://api.api-tennis.com/logo-tennis/695_m-mazza.jpg,10.0
12128170,2026-05-18,18:05,Cervia (Italy) - Qualification,Hard,Cervia - 1/16-finals,M. Dhamne,M. Krueger,2.05,1.7,Finished,2 - 1,-,First Player,M. Dhamne,M. Krueger,Cervia (Italy) - Qualification,https://api.api-tennis.com/logo-tennis/54470_m-dhamne.jpg,https://api.api-tennis.com/logo-tennis/1751_m-krueger.jpg,11.0
12128208,2026-05-18,11:10,Cervia (Italy) - Qualification,Hard,Cervia - Final,P. Nesterov,F. Iannaccone,1.71,2.005,Finished,0 - 2,-,Second Player,P. Nesterov,F. Iannaccone,Cervia (Italy) - Qualification,https://api.api-tennis.com/logo-tennis/9220_p-nesterov.jpg,https://api.api-tennis.com/logo-tennis/5673_f-iannaccone.jpg,10.0
12128174,2026-05-18,15:55,Cervia (Italy) - Qualification,Hard,Cervia - 1/16-finals,S. Kopp,M. Alcala Gurri,2.42,1.5,Finished,0 - 2,-,Second Player,S. Kopp,M. Alcala Gurri,Cervia (Italy) - Qualification,https://api.api-tennis.com/logo-tennis/848_s-kopp.jpg,https://api.api-tennis.com/logo-tennis/678_m-alcala-gurri.jpg,11.0
12128265,2026-05-18,11:10,Cervia (Italy) - Qualification,Hard,Cervia - Final,T. Compagnucci,D. Bagnolini,1.1349999999999998,5.0,Finished,2 - 0,-,First Player,T. Compagnucci,D. Bagnolini,Cervia (Italy) - Qualification,https://api.api-tennis.com/logo-tennis/851_t-compagnucci.jpg,https://api.api-tennis.com/logo-tennis/858_d-bagnolini.jpg,10.0
12128289,2026-05-18,16:45,French Open,Clay,ATP French Open - Quarter-finals,A. Barrena,A. Galarneau,1.57,2.31,Finished,1 - 2,-,Second Player,A. Barrena,A. Galarneau,French Open,https://api.api-tennis.com/logo-tennis/1324_a-barrena.jpg,https://api.api-tennis.com/logo-tennis/557_a-galarneau.jpg,10.0
12128316,2026-05-18,15:25,French Open,Clay,WTA French Open - Quarter-finals,A. Falei,L. Pigato,3.325,1.3,Finished,0 - 2,-,Second Player,A. Falei,L. Pigato,French Open,https://api.api-tennis.com/logo-tennis/9265_a-falei.jpg,https://api.api-tennis.com/logo-tennis/230_l-pigato.jpg,10.0
12128271,2026-05-18,10:10,French Open,Clay,ATP French Open - Quarter-finals,A. Ghibaudo,M. Zheng,2.265,1.585,Finished,0 - 2,-,Second Player,A. Ghibaudo,M. Zheng,French Open,https://api.api-tennis.com/logo-tennis/9234_a-ghibaudo.jpg,https://api.api-tennis.com/logo-tennis/9515_m-zheng.jpg,10.0
12128325,2026-05-18,17:50,French Open,Clay,WTA French Open - Quarter-finals,A. Korneeva,N. Hibino,1.145,5.0,Finished,2 - 0,-,First Player,A. Korneeva,N. Hibino,French Open,https://api.api-tennis.com/logo-tennis/14547_a-korneeva.jpg,https://api.api-tennis.com/logo-tennis/465_n-hibino.jpg,10.0
12128293,2026-05-18,18:25,French Open,Clay,ATP French Open - Quarter-finals,A. Moro Canas,S. Napolitano,1.765,2.0,Finished,2 - 1,-,First Player,A. Moro Canas,S. Napolitano,French Open,https://api.api-tennis.com/logo-tennis/1331_a-moro-canas.jpg,https://api.api-tennis.com/logo-tennis/3915_s-napolitano.jpg,10.0
12128273,2026-05-18,10:10,French Open,Clay,ATP French Open - Quarter-finals,A. Pellegrino,N. Moreno De Alboran,1.1549999999999998,4.95,Finished,2 - 0,-,First Player,A. Pellegrino,N. Moreno De Alboran,French Open,https://api.api-tennis.com/logo-tennis/2001_a-pellegrino.jpg,https://api.api-tennis.com/logo-tennis/1179_n-moreno-de-alboran.jpg,10.0
12128326,2026-05-18,18:35,French Open,Clay,WTA French Open - Quarter-finals,A. Rus,J. Ortenzi,2.2,1.64,Finished,1 - 2,-,Second Player,A. Rus,J. Ortenzi,French Open,https://api.api-tennis.com/logo-tennis/508_a-rus.jpg,https://api.api-tennis.com/logo-tennis/224_j-ortenzi.jpg,10.0
12128320,2026-05-18,14:55,French Open,Clay,WTA French Open - Quarter-finals,A. S. Sanchez,L. Romero Gormaz,,,Finished,0 - 2,-,Second Player,A. S. Sanchez,L. Romero Gormaz,French Open,https://api.api-tennis.com/logo-tennis/123_a-s-sanchez.jpg,https://api.api-tennis.com/logo-tennis/141_l-romero-gormaz.jpg,
12128332,2026-05-18,19:45,French Open,Clay,WTA French Open - Quarter-finals,A. Sasnovich,W. Osuigwe,1.33,3.185,Finished,2 - 0,-,First Player,A. Sasnovich,W. Osuigwe,French Open,https://api.api-tennis.com/logo-tennis/527_a-sasnovich.jpg,https://api.api-tennis.com/logo-tennis/1431_w-osuigwe.jpg,10.0
12128296,2026-05-18,18:40,French Open,Clay,ATP French Open - Quarter-finals,B. Tomic,M. Echargui,2.275,1.59,Finished,2 - 1,-,First Player,B. Tomic,M. Echargui,French Open,https://api.api-tennis.com/logo-tennis/3145_b-tomic.jpg,https://api.api-tennis.com/logo-tennis/1207_m-echargui.jpg,8.0
12128297,2026-05-18,18:10,French Open,Clay,ATP French Open - Quarter-finals,C. Broom,U. Blanchet,3.575,1.28,Finished,1 - 2,-,Second Player,C. Broom,U. Blanchet,French Open,https://api.api-tennis.com/logo-tennis/745_c-broom.jpg,https://api.api-tennis.com/logo-tennis/1903_u-blanchet.jpg,10.0
12128278,2026-05-18,11:45,French Open,Clay,ATP French Open - Quarter-finals,D. Evans,D. Jade,2.38,1.54,Finished,0 - 2,-,Second Player,D. Evans,D. Jade,French Open,https://api.api-tennis.com/logo-tennis/2835_d-evans.jpg,https://api.api-tennis.com/logo-tennis/63427_d-jade.jpg,9.0
12128288,2026-05-18,14:15,French Open,Clay,ATP French Open - Quarter-finals,D. Goffin,C. H. Tseng,2.665,1.44,Finished,2 - 0,-,First Player,D. Goffin,C. H. Tseng,French Open,https://api.api-tennis.com/logo-tennis/2385_d-goffin.jpg,https://api.api-tennis.com/logo-tennis/389_c-h-tseng.jpg,10.0
12128331,2026-05-18,18:40,French Open,Clay,WTA French Open - Quarter-finals,D. Salkova,V. Podrez,2.125,1.665,Finished,2 - 0,-,First Player,D. Salkova,V. Podrez,French Open,https://api.api-tennis.com/logo-tennis/179_d-salkova.jpg,https://api.api-tennis.com/logo-tennis/40100_v-podrez.jpg,10.0
12128287,2026-05-18,15:15,French Open,Clay,ATP French Open - Quarter-finals,D. Svrcina,G. Den Ouden,1.3250000000000002,3.21,Finished,2 - 1,-,First Player,D. Svrcina,G. Den Ouden,French Open,https://api.api-tennis.com/logo-tennis/1754_d-svrcina.jpg,https://api.api-tennis.com/logo-tennis/1935_g-den-ouden.jpg,10.0
12128310,2026-05-18,11:45,French Open,Clay,WTA French Open - Quarter-finals,E. Gorgodze,T. Zidansek,4.5,1.18,Finished,1 - 2,-,Second Player,E. Gorgodze,T. Zidansek,French Open,https://api.api-tennis.com/logo-tennis/491_e-gorgodze.jpg,https://api.api-tennis.com/logo-tennis/2803_t-zidansek.jpg,9.0
12128305,2026-05-18,10:05,French Open,Clay,WTA French Open - Quarter-finals,E. Inisan,J. Avdeeva,3.695,1.255,Finished,0 - 2,-,Second Player,E. Inisan,J. Avdeeva,French Open,https://api.api-tennis.com/logo-tennis/40528_e-inisan.jpg,https://api.api-tennis.com/logo-tennis/14150_j-avdeeva.jpg,10.0
12128313,2026-05-18,12:45,French Open,Clay,WTA French Open - Quarter-finals,E. Yaneva,I. Begu,1.955,1.8,Finished,1 - 2,-,Second Player,E. Yaneva,I. Begu,French Open,https://api.api-tennis.com/logo-tennis/58227_e-yaneva.jpg,https://api.api-tennis.com/logo-tennis/2828_i-begu.jpg,10.0
12128292,2026-05-18,16:55,French Open,Clay,ATP French Open - Quarter-finals,F. Cina,Y. Watanuki,1.17,4.65,Finished,2 - 0,-,First Player,F. Cina,Y. Watanuki,French Open,https://api.api-tennis.com/logo-tennis/38264_f-cina.jpg,https://api.api-tennis.com/logo-tennis/1097_y-watanuki.jpg,10.0
12128277,2026-05-18,12:05,French Open,Clay,ATP French Open - Quarter-finals,F. Diaz Acosta,C. O'Connell,1.3,3.4,Finished,2 - 1,-,First Player,F. Diaz Acosta,C. O'Connell,French Open,https://api.api-tennis.com/logo-tennis/2002_f-diaz-acosta.jpg,https://api.api-tennis.com/logo-tennis/421_c-oaposconnell.jpg,10.0
12128285,2026-05-18,15:55,French Open,Clay,ATP French Open - Quarter-finals,F. Ferreira Silva,F. A. Gomez,1.635,2.2,Finished,1 - 2,-,Second Player,F. Ferreira Silva,F. A. Gomez,French Open,https://api.api-tennis.com/logo-tennis/585_f-ferreira-silva.jpg,https://api.api-tennis.com/logo-tennis/717_f-a-gomez.jpg,10.0
12128280,2026-05-18,11:40,French Open,Clay,ATP French Open - Quarter-finals,G. A. Olivieri,T. Faurel,1.6,2.25,Finished,0 - 2,-,Second Player,G. A. Olivieri,T. Faurel,French Open,https://api.api-tennis.com/logo-tennis/2407_g-a-olivieri.jpg,https://api.api-tennis.com/logo-tennis/65519_t-faurel.jpg,10.0
12128291,2026-05-18,17:45,French Open,Clay,ATP French Open - Quarter-finals,G. Bueno,F. Bax,1.74,2.03,Finished,2 - 0,-,First Player,G. Bueno,F. Bax,French Open,https://api.api-tennis.com/logo-tennis/9209_g-bueno.jpg,https://api.api-tennis.com/logo-tennis/2105_f-bax.jpg,10.0
12128317,2026-05-18,13:05,French Open,Clay,WTA French Open - Quarter-finals,G. Knutson,M. Trevisan,2.815,1.4,Finished,1 - 2,-,Second Player,G. Knutson,M. Trevisan,French Open,https://api.api-tennis.com/logo-tennis/24736_g-knutson.jpg,https://api.api-tennis.com/logo-tennis/512_m-trevisan.jpg,10.0
12128318,2026-05-18,16:10,French Open,Clay,WTA French Open - Quarter-finals,G. Minnen,A. Gasanova,1.735,2.055,Finished,2 - 0,-,First Player,G. Minnen,A. Gasanova,French Open,https://api.api-tennis.com/logo-tennis/2191_g-minnen.jpg,https://api.api-tennis.com/logo-tennis/468_a-gasanova.jpg,10.0
12128272,2026-05-18,10:05,French Open,Clay,ATP French Open - Quarter-finals,H. Grenier,L. Harris,3.5,1.28,Finished,0 - 2,-,Second Player,H. Grenier,L. Harris,French Open,https://api.api-tennis.com/logo-tennis/1073_h-grenier.jpg,https://api.api-tennis.com/logo-tennis/2834_l-harris.jpg,9.0
12128274,2026-05-18,10:10,French Open,Clay,ATP French Open - Quarter-finals,I. Simakin,L. Draxl,3.2350000000000003,1.31,Finished,1 - 2,-,Second Player,I. Simakin,L. Draxl,French Open,https://api.api-tennis.com/logo-tennis/1238_i-simakin.jpg,https://api.api-tennis.com/logo-tennis/3696_l-draxl.jpg,10.0
12128286,2026-05-18,16:15,French Open,Clay,ATP French Open - Quarter-finals,J. C. Prado Angelo,M. McDonald,1.485,2.545,Finished,2 - 0,-,First Player,J. C. Prado Angelo,M. McDonald,French Open,https://api.api-tennis.com/logo-tennis/21704_j-c-prado-angelo.jpg,https://api.api-tennis.com/logo-tennis/2839_m-mcdonald.jpg,10.0
12128276,2026-05-18,13:00,French Open,Clay,ATP French Open - Quarter-finals,J. Clarke,D. Sweeny,1.18,4.5,Finished,2 - 0,-,First Player,J. Clarke,D. Sweeny,French Open,https://api.api-tennis.com/logo-tennis/1739_j-clarke.jpg,https://api.api-tennis.com/logo-tennis/1308_d-sweeny.jpg,10.0
12128269,2026-05-18,10:10,French Open,Clay,ATP French Open - Quarter-finals,J. De Jong,F. Sun,1.07,7.984999999999999,Finished,2 - 0,-,First Player,J. De Jong,F. Sun,French Open,https://api.api-tennis.com/logo-tennis/412_j-de-jong.jpg,https://api.api-tennis.com/logo-tennis/876_f-sun.jpg,10.0
12128270,2026-05-18,10:05,French Open,Clay,ATP French Open - Quarter-finals,J. P. Ficovich,S. Travaglia,2.41,1.525,Finished,1 - 2,-,Second Player,J. P. Ficovich,S. Travaglia,French Open,https://api.api-tennis.com/logo-tennis/420_j-p-ficovich.jpg,https://api.api-tennis.com/logo-tennis/2672_s-travaglia.jpg,10.0
12128300,2026-05-18,19:35,French Open,Clay,ATP French Open - Quarter-finals,J. Reis Da Silva,C. Hemery,2.0,1.77,Finished,2 - 0,-,First Player,J. Reis Da Silva,C. Hemery,French Open,https://api.api-tennis.com/logo-tennis/2408_j-reis-da-silva.jpg,https://api.api-tennis.com/logo-tennis/1206_c-hemery.jpg,9.0
12128330,2026-05-18,19:45,French Open,Clay,WTA French Open - Quarter-finals,K. Day,O. Dodin,,,Finished,1 - 2,-,Second Player,K. Day,O. Dodin,French Open,https://api.api-tennis.com/logo-tennis/132_k-day.jpg,https://api.api-tennis.com/logo-tennis/523_o-dodin.jpg,
12128303,2026-05-18,10:10,French Open,Clay,WTA French Open - Quarter-finals,K. Deichmann,J. Garland,2.3,1.57,Finished,2 - 1,-,First Player,K. Deichmann,J. Garland,French Open,https://api.api-tennis.com/logo-tennis/459_k-deichmann.jpg,https://api.api-tennis.com/logo-tennis/1962_j-garland.jpg,10.0
12128309,2026-05-18,12:40,French Open,Clay,WTA French Open - Quarter-finals,L. Gjorcheska,S. Lamens,3.005,1.35,Finished,0 - 2,-,Second Player,L. Gjorcheska,S. Lamens,French Open,https://api.api-tennis.com/logo-tennis/227_l-gjorcheska.jpg,https://api.api-tennis.com/logo-tennis/450_s-lamens.jpg,10.0
12128324,2026-05-18,17:30,French Open,Clay,WTA French Open - Quarter-finals,L. Klimovicova,L. Radivojevic,2.275,1.585,Finished,0 - 2,-,Second Player,L. Klimovicova,L. Radivojevic,French Open,https://api.api-tennis.com/logo-tennis/8978_l-klimovicova.jpg,https://api.api-tennis.com/logo-tennis/1364_l-radivojevic.jpg,10.0
12128294,2026-05-18,17:45,French Open,Clay,ATP French Open - Quarter-finals,L. Neumayer,A. Bolt,1.125,5.5,Finished,2 - 0,-,First Player,L. Neumayer,A. Bolt,French Open,https://api.api-tennis.com/logo-tennis/2022_l-neumayer.jpg,https://api.api-tennis.com/logo-tennis/3319_a-bolt.jpg,10.0
12128308,2026-05-18,10:10,French Open,Clay,WTA French Open - Quarter-finals,L. Tararudee,D. Papamichail,1.25,3.63,Finished,1 - 2,-,Second Player,L. Tararudee,D. Papamichail,French Open,https://api.api-tennis.com/logo-tennis/25728_l-tararudee.jpg,https://api.api-tennis.com/logo-tennis/1111_d-papamichail.jpg,10.0
12128315,2026-05-18,15:25,French Open,Clay,WTA French Open - Quarter-finals,M. Barthel,A-L. Friedsam,1.875,1.88,Finished,1 - 2,-,Second Player,M. Barthel,A-L. Friedsam,French Open,https://api.api-tennis.com/logo-tennis/171_m-barthel.jpg,https://api.api-tennis.com/logo-tennis/522_a-l-friedsam.jpg,10.0
12128301,2026-05-18,10:10,French Open,Clay,WTA French Open - Quarter-finals,M. Bulgaru,H. Guo,3.0,1.36,Finished,0 - 2,-,Second Player,M. Bulgaru,H. Guo,French Open,https://api.api-tennis.com/logo-tennis/173_m-bulgaru.jpg,https://api.api-tennis.com/logo-tennis/7931_h-guo.jpg,10.0
12128314,2026-05-18,12:40,French Open,Clay,WTA French Open - Quarter-finals,M. Chwalinska,A. Rame,1.06,8.26,Finished,2 - 0,-,First Player,M. Chwalinska,A. Rame,French Open,https://api.api-tennis.com/logo-tennis/1434_m-chwalinska.jpg,https://api.api-tennis.com/logo-tennis/1124_a-rame.jpg,10.0
12128284,2026-05-18,15:35,French Open,Clay,ATP French Open - Quarter-finals,M. Damm,T. Samuel,1.49,2.55,Finished,0 - 2,-,Second Player,M. Damm,T. Samuel,French Open,https://api.api-tennis.com/logo-tennis/1317_m-damm.jpg,https://api.api-tennis.com/logo-tennis/15184_t-samuel.jpg,10.0
12128304,2026-05-18,10:05,French Open,Clay,WTA French Open - Quarter-finals,M. Hontama,T. Preston,2.495,1.5,Finished,2 - 0,-,First Player,M. Hontama,T. Preston,French Open,https://api.api-tennis.com/logo-tennis/1787_m-hontama.jpg,https://api.api-tennis.com/logo-tennis/3324_t-preston.jpg,10.0
12128279,2026-05-18,13:00,French Open,Clay,ATP French Open - Quarter-finals,M. Houkes,M. Cecchinato,2.495,1.515,Finished,0 - 2,-,Second Player,M. Houkes,M. Cecchinato,French Open,https://api.api-tennis.com/logo-tennis/1243_m-houkes.jpg,https://api.api-tennis.com/logo-tennis/1095_m-cecchinato.jpg,10.0
12128323,2026-05-18,18:35,French Open,Clay,WTA French Open - Quarter-finals,M. Jorge,E. Kalieva,4.654999999999999,1.18,Finished,2 - 0,-,First Player,M. Jorge,E. Kalieva,French Open,https://api.api-tennis.com/logo-tennis/97_m-jorge.jpg,https://api.api-tennis.com/logo-tennis/198_e-kalieva.jpg,10.0
12128307,2026-05-18,10:10,French Open,Clay,WTA French Open - Quarter-finals,M. Leonard,H. Sakatsume,5.375,1.1349999999999998,Finished,0 - 2,-,Second Player,M. Leonard,H. Sakatsume,French Open,https://api.api-tennis.com/logo-tennis/7520_m-leonard.jpg,https://api.api-tennis.com/logo-tennis/115_h-sakatsume.jpg,10.0
12128321,2026-05-18,14:45,French Open,Clay,WTA French Open - Quarter-finals,M. Sherif,A. Lazaro Garcia,1.715,2.08,Finished,2 - 1,-,First Player,M. Sherif,A. Lazaro Garcia,French Open,https://api.api-tennis.com/logo-tennis/510_m-sherif.jpg,https://api.api-tennis.com/logo-tennis/1117_a-lazaro-garcia.jpg,10.0
12128327,2026-05-18,16:35,French Open,Clay,WTA French Open - Quarter-finals,M. Stoiana,S. Janicijevic,1.2,4.365,Finished,2 - 1,-,First Player,M. Stoiana,S. Janicijevic,French Open,https://api.api-tennis.com/logo-tennis/56261_m-stoiana.jpg,https://api.api-tennis.com/logo-tennis/470_s-janicijevic.jpg,10.0
12128290,2026-05-18,16:15,French Open,Clay,ATP French Open - Quarter-finals,N. Basilashvili,P. Boscardin Dias,1.18,4.5,Finished,0 - 2,-,Second Player,N. Basilashvili,P. Boscardin Dias,French Open,https://api.api-tennis.com/logo-tennis/424_n-basilashvili.jpg,https://api.api-tennis.com/logo-tennis/2003_p-boscardin-dias.jpg,9.0
12128299,2026-05-18,18:05,French Open,Clay,ATP French Open - Quarter-finals,N. Mejia,P. Llamas Ruiz,5.675,1.12,Finished,0 - 2,-,Second Player,N. Mejia,P. Llamas Ruiz,French Open,https://api.api-tennis.com/logo-tennis/7641_n-mejia.jpg,https://api.api-tennis.com/logo-tennis/987_p-llamas-ruiz.jpg,10.0
12128319,2026-05-18,16:05,French Open,Clay,WTA French Open - Quarter-finals,N. Noha Akugue,T. Prozorova,1.605,2.225,Finished,2 - 0,-,First Player,N. Noha Akugue,T. Prozorova,French Open,https://api.api-tennis.com/logo-tennis/1029_n-akugue-noha.jpg,https://api.api-tennis.com/logo-tennis/36452_t-prozorova.jpg,10.0
12128282,2026-05-18,11:25,French Open,Clay,ATP French Open - Quarter-finals,O. Virtanen,A. Holmgren,1.5,2.505,Finished,0 - 2,-,Second Player,O. Virtanen,A. Holmgren,French Open,https://api.api-tennis.com/logo-tennis/767_o-virtanen.jpg,https://api.api-tennis.com/logo-tennis/19536_a-holmgren.jpg,10.0
12128311,2026-05-18,11:15,French Open,Clay,WTA French Open - Quarter-finals,P. Iatcenko,C. Monnet,2.89,1.38,Finished,1 - 2,-,Second Player,P. Iatcenko,C. Monnet,French Open,https://api.api-tennis.com/logo-tennis/9264_p-iatcenko.jpg,https://api.api-tennis.com/logo-tennis/1831_c-monnet.jpg,10.0
12128275,2026-05-18,12:25,French Open,Clay,ATP French Open - Quarter-finals,R. Bertola,S. Mochizuki,1.68,2.1,Finished,2 - 1,-,First Player,R. Bertola,S. Mochizuki,French Open,https://api.api-tennis.com/logo-tennis/1212_r-bertola.jpg,https://api.api-tennis.com/logo-tennis/1880_s-mochizuki.jpg,10.0
12128283,2026-05-18,14:45,French Open,Clay,ATP French Open - Quarter-finals,R. Bertrand,D. Glinka,3.0,1.36,Finished,0 - 2,-,Second Player,R. Bertrand,D. Glinka,French Open,https://api.api-tennis.com/logo-tennis/808_r-bertrand.jpg,https://api.api-tennis.com/logo-tennis/780_d-glinka.jpg,10.0
12128329,2026-05-18,19:30,French Open,Clay,WTA French Open - Quarter-finals,S. Bandecchi,C. Paquet,1.89,1.83,Finished,2 - 1,-,First Player,S. Bandecchi,C. Paquet,French Open,https://api.api-tennis.com/logo-tennis/484_s-bandecchi.jpg,https://api.api-tennis.com/logo-tennis/1142_c-paquet.jpg,10.0
12128302,2026-05-18,10:05,French Open,Clay,WTA French Open - Quarter-finals,S. Costoulas,T. Mrdeza,1.01,13.0,Finished,2 - 0,-,First Player,S. Costoulas,T. Mrdeza,French Open,https://api.api-tennis.com/logo-tennis/9248_s-costoulas.jpg,https://api.api-tennis.com/logo-tennis/2987_t-mrdeza.jpg,7.0
12128312,2026-05-18,12:40,French Open,Clay,WTA French Open - Quarter-finals,S. Kraus,C. Naef,1.3,3.29,Finished,2 - 1,-,First Player,S. Kraus,C. Naef,French Open,https://api.api-tennis.com/logo-tennis/1424_s-kraus.jpg,https://api.api-tennis.com/logo-tennis/10911_c-naef.jpg,10.0
12128281,2026-05-18,11:40,French Open,Clay,ATP French Open - Quarter-finals,S. Shimabukuro,S. Sakellaridis,3.1500000000000004,1.335,Finished,1 - 2,-,Second Player,S. Shimabukuro,S. Sakellaridis,French Open,https://api.api-tennis.com/logo-tennis/9608_s-shimabukuro.jpg,https://api.api-tennis.com/logo-tennis/742_s-sakellaridis.jpg,10.0
12128328,2026-05-18,16:00,French Open,Clay,WTA French Open - Quarter-finals,S. Stephens,C. Y. Lee,,,Finished,2 - 0,-,First Player,S. Stephens,C. Y. Lee,French Open,https://api.api-tennis.com/logo-tennis/1826_s-stephens.jpg,,
12128298,2026-05-18,19:10,French Open,Clay,ATP French Open - Quarter-finals,V. Gaubas,F. Coria,1.14,5.175,Finished,2 - 0,-,First Player,V. Gaubas,F. Coria,French Open,https://api.api-tennis.com/logo-tennis/9385_v-gaubas.jpg,https://api.api-tennis.com/logo-tennis/433_f-coria.jpg,10.0
12128306,2026-05-18,10:10,French Open,Clay,WTA French Open - Quarter-finals,V. Jimenez Kasintseva,E. Pridankina,1.875,1.875,Finished,1 - 2,-,Second Player,V. Jimenez Kasintseva,E. Pridankina,French Open,https://api.api-tennis.com/logo-tennis/1137_v-jimenez-kasintseva.jpg,https://api.api-tennis.com/logo-tennis/9399_e-pridankina.jpg,10.0
12128295,2026-05-18,18:40,French Open,Clay,ATP French Open - Quarter-finals,V. Sachko,J. Pinnington Jones,1.8,1.965,Finished,2 - 1,-,First Player,V. Sachko,J. Pinnington Jones,French Open,https://api.api-tennis.com/logo-tennis/1899_v-sachko.jpg,https://api.api-tennis.com/logo-tennis/1858_j-pinnington-jones.jpg,10.0
12128322,2026-05-18,15:15,French Open,Clay,WTA French Open - Quarter-finals,Y. Yuan,H. Dart,1.19,4.415,Finished,1 - 2,-,Second Player,Y. Yuan,H. Dart,French Open,https://api.api-tennis.com/logo-tennis/1112_y-yuan.jpg,https://api.api-tennis.com/logo-tennis/2998_h-dart.jpg,10.0
12127988,2026-05-18,12:20,Geneva,Clay,ATP Geneva - 1/16-finals,A. Rinderknech,T. A. Tirante,2.32,1.61,Finished,2 - 0,-,First Player,A. Rinderknech,T. A. Tirante,Geneva,https://api.api-tennis.com/logo-tennis/1902_a-rinderknech.jpg,https://api.api-tennis.com/logo-tennis/366_t-a-tirante.jpg,11.0
